1,0,44,4,1,85,20,2
2,0,13,0,1,72,32,3
3,12,16,7,1,69,28,1
4,21,1,8,1,68,12,3
5,3,46,8,1,68,6,1
6,17,58,6,1,66,38,3
7,7,36,9,1,65,36,1
8,1,29,5,1,63,18,2
9,22,56,8,1,62,37,3
10,1,46,0,1,61,15,2
11,23,20,7,1,61,12,3
12,20,34,8,1,60,9,1
13,1,19,1,1,58,20,2
14,2,20,0,1,57,8,2
15,19,44,8,1,50,31,3
16,22,15,3,1,49,53,2
17,0,33,2,1,48,30,1
18,0,39,0,1,48,20,1
19,21,53,5,1,47,16,3
20,20,58,8,1,44,20,3
21,12,28,2,1,44,6,1
22,23,25,9,1,42,33,3
23,2,22,6,1,42,21,1
24,3,19,8,1,41,31,1
25,7,38,1,1,38,53,2
26,12,17,5,1,37,49,1
27,20,12,0,1,38,21,3
28,1,57,8,1,37,41,2
29,13,10,9,1,37,3,1
30,22,37,1,1,34,25,1
31,5,16,2,1,34,16,3
32,12,42,1,1,32,32,1
33,20,56,4,1,31,43,3
34,20,45,7,1,30,43,3
35,13,0,1,1,27,59,1
36,12,36,0,1,27,58,1
37,20,12,0,1,26,29,2
38,12,36,3,1,25,59,1
39,7,29,2,1,20,55,3
40,11,20,1,1,18,21,1
41,4,27,0,1,16,0,2
42,21,1,5,1,16,11,2
43,0,3,3,1,16,9,1
44,23,4,9,1,12,19,1
45,13,37,5,1,8,53,1
46,6,39,2,1,8,44,3
47,20,34,2,1,7,24,2
48,9,10,3,1,7,2,1
49,6,32,3,1,5,3,3
50,6,32,4,1,4,52,2
51,1,4,8,1,2,7,1
52,12,48,6,0,5,48,1
53,10,5,2,0,7,43,1
54,8,0,2,0,10,47,2
55,21,4,2,0,11,22,3
56,0,47,0,0,11,53,3
57,19,44,9,0,14,48,1
58,7,17,8,0,15,37,2
59,10,24,8,0,18,38,3
60,12,1,9,0,18,52,1
61,12,1,9,0,18,53,1
62,0,47,1,0,20,46,1
63,22,29,6,0,20,48,3
64,7,18,8,0,24,57,2
65,0,47,6,0,25,17,1
66,14,39,6,0,26,32,2
67,2,46,3,0,30,17,1
68,19,1,9,0,36,57,3
69,17,13,7,0,37,6,3
70,0,54,9,0,37,41,1
71,7,52,3,0,38,33,2
72,0,14,9,0,39,11,1
73,5,14,1,0,40,3,2
74,10,7,7,0,40,26,3
75,16,25,6,0,40,40,2
76,16,54,0,0,41,48,2
77,13,25,5,0,43,1,1
78,18,8,0,0,43,42,2
79,10,17,6,0,46,25,2
80,13,26,8,0,47,29,2
81,17,25,5,0,48,25,2
82,16,41,3,0,48,46,2
83,13,5,4,0,49,28,1
84,13,46,4,0,51,22,2
85,8,40,2,0,53,4,2
86,17,40,7,0,53,40,2
87,3,12,3,0,55,13,2
88,15,5,7,0,55,36,2
89,16,18,9,0,57,54,2
90,9,21,4,0,58,19,3
91,11,6,4,0,58,40,2
92,10,43,8,0,59,52,3
93,19,10,9,0,59,59,2
94,12,53,6,0,60,20,2
95,16,3,7,0,60,30,2
96,7,58,3,0,60,52,2
97,11,36,1,0,61,37,2
98,12,42,3,0,62,58,2
99,12,53,0,0,63,0,3
100,11,36,6,0,63,2,2
101,19,9,8,0,63,51,1
102,10,43,2,0,64,24,2
103,5,38,7,0,69,6,2
104,1,3,2,0,70,51,2
105,12,59,6,0,70,53,2
106,0,24,1,0,72,5,2
107,16,25,8,0,72,12,2
108,12,25,8,0,72,40,2
109,10,9,5,0,80,52,3
